,SibSp,Parch,Fare,passenger_class,isFemale,passenger_survived
410,0.0,0.0,0.015411575213749286,0.0,0,0
651,0.0,0.2,0.044893010197349675,0.5,1,1
574,0.0,0.0,0.015712553569072387,0.0,0,0
873,0.0,0.0,0.017566830077223785,0.0,0,0
503,0.0,0.0,0.018713553707264782,0.0,1,0
686,0.5,0.2,0.07746484096553544,0.0,0,0
475,0.0,0.0,0.10149724044618187,1.0,0,0
805,0.0,0.0,0.015175789316712771,0.0,0,0
557,0.0,0.0,0.4440992237022602,1.0,0,0
658,0.0,0.0,0.025374310111545468,0.5,0,0
130,0.0,0.0,0.015411575213749286,0.0,0,0
811,0.0,0.0,0.04713766070721715,0.0,0,0
562,0.0,0.0,0.026350245115835676,0.5,0,0
609,0.0,0.0,0.2995388511917728,1.0,1,1
197,0.0,0.2,0.01640390592611157,0.0,0,0
215,0.125,0.0,0.22109807522194713,1.0,1,1
752,0.0,0.0,0.018542765081513996,0.0,0,0
884,0.0,0.0,0.013760683560491965,0.0,0,0
797,0.0,0.0,0.016948672845506364,0.0,1,1
481,0.0,0.0,0.0,0.5,0,0
575,0.0,0.0,0.028302115124416098,0.0,0,0
471,0.0,0.0,0.016908073949327893,0.0,0,0
440,0.125,0.2,0.05123658772523604,0.5,1,1
736,0.125,0.6000000000000001,0.06709553154495196,0.0,1,0
681,0.0,0.0,0.1497654242623688,1.0,0,1
257,0.0,0.0,0.16883675574220638,1.0,1,1
428,0.0,0.0,0.015126992566498259,0.0,0,0
850,0.5,0.4,0.06104473451835265,0.0,0,0
497,0.0,0.0,0.029473237129564348,0.0,0,0
635,0.0,0.0,0.025374310111545468,0.5,1,1
490,0.125,0.0,0.03897240290032268,0.0,0,0
665,0.25,0.0,0.1434624456306609,0.5,0,0
460,0.0,0.0,0.051822148727810165,1.0,0,1
76,0.0,0.0,0.015411575213749286,0.0,0,0
552,0.0,0.0,0.015281580671177828,0.0,0,0
806,0.0,0.0,0.0,1.0,0,0
786,0.0,0.0,0.014630827210317117,0.0,1,1
65,0.125,0.2,0.029757819776815374,0.0,0,1
819,0.375,0.4,0.05445717323939373,0.0,0,0
206,0.125,0.0,0.030937139635999665,0.0,0,0
8,0.0,0.4,0.021730754366528396,0.0,1,1
77,0.0,0.0,0.015712553569072387,0.0,0,0
772,0.0,0.0,0.020494635090094415,0.5,1,0
58,0.125,0.4,0.05416439273810667,0.5,1,1
472,0.125,0.4,0.05416439273810667,0.5,1,1
424,0.125,0.2,0.039452172548431745,0.0,0,0
377,0.0,0.4,0.41282050681475896,1.0,0,0
480,0.625,0.4,0.09154270340242172,0.0,0,0
496,0.125,0.0,0.1527664244005612,1.0,1,1
631,0.0,0.0,0.013768881414528002,0.0,0,0
857,0.0,0.0,0.051822148727810165,1.0,0,1
319,0.125,0.2,0.2625265161540666,1.0,1,1
364,0.125,0.0,0.030253985132996517,0.0,0,0
412,0.125,0.0,0.17566830077223786,1.0,1,1
141,0.0,0.0,0.015126992566498259,0.0,1,1
88,0.375,0.4,0.5133418122566507,1.0,1,1
647,0.0,0.0,0.06929138530460494,1.0,0,1
323,0.125,0.2,0.056604230248832196,0.5,1,1
321,0.0,0.0,0.015411575213749286,0.0,0,0
60,0.0,0.0,0.014110458666029575,0.0,0,0
486,0.125,0.0,0.17566830077223786,1.0,1,1
385,0.0,0.0,0.1434624456306609,0.5,0,0
419,0.0,0.4,0.04713766070721715,0.0,1,0
433,0.0,0.0,0.013907073811135496,0.0,0,0
301,0.25,0.0,0.04538097769949478,0.0,0,1
869,0.125,0.2,0.021730754366528396,0.0,0,1
296,0.0,0.0,0.014110458666029575,0.0,0,0
315,0.0,0.0,0.015330377421392339,0.0,1,1
829,0.0,0.0,0.15614960068643363,1.0,1,1
46,0.125,0.0,0.030253985132996517,0.0,0,0
86,0.125,0.6000000000000001,0.06709553154495196,0.0,0,0
109,0.125,0.0,0.04713766070721715,0.0,1,1
360,0.125,0.8,0.05445717323939373,0.0,0,0
645,0.125,0.0,0.1497654242623688,1.0,0,1
16,0.5,0.2,0.05684821399990475,0.0,0,0
493,0.0,0.0,0.09662576327876685,1.0,0,0
193,0.125,0.2,0.050748620223090936,0.5,0,1
849,0.125,0.0,0.17391981561855152,1.0,1,1
628,0.0,0.0,0.015411575213749286,0.0,0,0
401,0.0,0.0,0.015712553569072387,0.0,0,0
539,0.0,0.4,0.09661756542473082,1.0,1,1
438,0.125,0.8,0.5133418122566507,1.0,0,0
140,0.0,0.4,0.029757819776815374,0.0,1,0
198,0.0,0.0,0.015126992566498259,0.0,1,1
467,0.0,0.0,0.051822148727810165,1.0,0,0
14,0.0,0.0,0.015330377421392339,0.0,1,0
87,0.0,0.0,0.015712553569072387,0.0,0,0
265,0.0,0.0,0.020494635090094415,0.5,0,0
262,0.125,0.2,0.1554664461834305,1.0,0,0
222,0.0,0.0,0.015712553569072387,0.0,0,0
755,0.125,0.2,0.028302115124416098,0.5,0,1
259,0.0,0.2,0.050748620223090936,0.5,1,1
3,0.125,0.0,0.10364429745562033,1.0,1,1
354,0.0,0.0,0.014102260811993537,0.0,0,0
489,0.125,0.2,0.031034733136428686,0.0,0,1
615,0.125,0.4,0.12687155055772734,0.5,1,1
473,0.0,0.0,0.026919605597338588,0.5,1,1
661,0.0,0.0,0.014102260811993537,0.0,0,0
139,0.0,0.0,0.15458810467956932,1.0,0,0
67,0.0,0.0,0.015923941091001644,0.0,0,0
515,0.0,0.0,0.06640417918791278,1.0,0,0
342,0.0,0.0,0.025374310111545468,0.5,0,0
56,0.0,0.0,0.020494635090094415,0.5,1,1
304,0.0,0.0,0.015712553569072387,0.0,0,0
745,0.125,0.2,0.13858277060920987,1.0,0,0
51,0.0,0.0,0.01522458606692728,0.0,0,0
513,0.125,0.0,0.11594107850967697,1.0,1,1
465,0.0,0.0,0.013760683560491965,0.0,0,0
530,0.125,0.2,0.050748620223090936,0.5,1,1
780,0.0,0.0,0.014110458666029575,0.0,1,1
305,0.125,0.4,0.29580589980036276,1.0,0,1
434,0.125,0.0,0.1091095334796455,1.0,0,0
537,0.0,0.0,0.20772776566317125,1.0,1,1
695,0.0,0.0,0.026350245115835676,0.5,0,0
357,0.0,0.0,0.025374310111545468,0.5,1,0
186,0.125,0.0,0.030253985132996517,0.0,1,1
555,0.0,0.0,0.051822148727810165,1.0,0,0
129,0.0,0.0,0.013614293309848433,0.0,0,0
359,0.0,0.0,0.01537917417160685,0.0,1,1
244,0.0,0.0,0.014102260811993537,0.0,0,0
255,0.0,0.4,0.029757819776815374,0.0,1,1
782,0.0,0.0,0.05855610025741262,1.0,0,0
390,0.125,0.4,0.23422440102965048,1.0,0,1
720,0.0,0.2,0.06441171028315387,0.5,1,1
154,0.0,0.0,0.014273049437744325,0.0,0,0
371,0.125,0.0,0.012678957201736696,0.0,0,0
889,0.0,0.0,0.05855610025741262,1.0,0,1
582,0.0,0.0,0.050748620223090936,0.5,0,0
847,0.0,0.0,0.015411575213749286,0.0,0,0
158,0.0,0.0,0.016908073949327893,0.0,0,0
765,0.125,0.0,0.15216446768991498,1.0,1,1
843,0.0,0.0,0.012565163180236457,0.0,0,0
271,0.0,0.0,0.0,0.0,0,1
484,0.125,0.0,0.17777475888549785,1.0,0,1
146,0.0,0.0,0.015216388212891242,0.0,0,1
717,0.0,0.0,0.020494635090094415,0.5,1,1
790,0.0,0.0,0.015126992566498259,0.0,0,0
394,0.0,0.4,0.03259622914329302,0.0,1,1
826,0.0,0.0,0.11027245763075773,0.0,0,0
418,0.0,0.0,0.025374310111545468,0.5,0,0
576,0.0,0.0,0.025374310111545468,0.5,1,1
837,0.0,0.0,0.015712553569072387,0.0,0,0
882,0.0,0.0,0.02052723131923771,0.0,1,0
680,0.0,0.0,0.01588334219482317,0.0,1,0
588,0.0,0.0,0.015712553569072387,0.0,0,0
290,0.0,0.0,0.15390495017656614,1.0,1,1
411,0.0,0.0,0.013386510079847098,0.0,0,0
630,0.0,0.0,0.05855610025741262,1.0,0,1
213,0.0,0.0,0.025374310111545468,0.5,0,0
358,0.0,0.0,0.01537917417160685,0.0,1,1
180,1.0,0.4,0.13575255909676825,0.0,1,0
380,0.0,0.0,0.4440992237022602,1.0,1,1
99,0.125,0.0,0.050748620223090936,0.5,0,0
135,0.0,0.0,0.02936744577509929,0.5,0,0
176,0.375,0.2,0.049707687947515,0.0,0,0
504,0.0,0.0,0.16883675574220638,1.0,1,1
559,0.125,0.0,0.033962538149299316,0.0,1,1
596,0.0,0.0,0.06441171028315387,0.5,1,1
887,0.0,0.0,0.05855610025741262,1.0,1,1
39,0.125,0.0,0.021942337075458514,0.0,1,1
340,0.125,0.2,0.050748620223090936,0.5,0,1
2,0.0,0.0,0.015468569817999833,0.0,1,1
451,0.125,0.0,0.03897240290032268,0.0,0,0
823,0.0,0.2,0.024349578357040744,0.0,1,1
817,0.125,0.2,0.07222738817151159,0.5,0,0
68,0.5,0.4,0.015468569817999833,0.0,1,1
208,0.0,0.0,0.015126992566498259,0.0,1,1
608,0.125,0.4,0.08115719346076702,0.5,1,1
420,0.0,0.0,0.015411575213749286,0.0,0,0
253,0.125,0.0,0.031425107138144774,0.0,0,0
846,1.0,0.4,0.13575255909676825,0.0,0,0
339,0.0,0.0,0.06929138530460494,1.0,0,0
409,0.375,0.2,0.049707687947515,0.0,1,0
111,0.125,0.0,0.028212719478023115,0.0,1,0
224,0.125,0.0,0.17566830077223786,1.0,0,1
544,0.125,0.0,0.20772776566317125,1.0,0,0
73,0.125,0.0,0.028212719478023115,0.0,0,0
47,0.0,0.0,0.015126992566498259,0.0,1,1
638,0.0,1.0,0.07746484096553544,0.0,1,0
113,0.125,0.0,0.019177122834302632,0.0,1,0
96,0.0,0.0,0.06764049365134761,1.0,0,0
737,0.0,0.0,1.0,1.0,0,1
214,0.125,0.0,0.015126992566498259,0.0,0,0
569,0.0,0.0,0.015330377421392339,0.0,0,1
123,0.0,0.0,0.025374310111545468,0.5,1,1
106,0.0,0.0,0.014931805565640218,0.0,1,1
595,0.125,0.2,0.04713766070721715,0.0,0,0
17,0.0,0.0,0.025374310111545468,0.5,0,1
742,0.25,0.4,0.5121218935012878,1.0,1,1
98,0.0,0.2,0.044893010197349675,0.5,1,1
322,0.0,0.0,0.024105594605968193,0.5,1,1
382,0.0,0.0,0.015468569817999833,0.0,0,0
365,0.0,0.0,0.014151057562208049,0.0,0,0
510,0.0,0.0,0.015126992566498259,0.0,0,1
